"op_carrier_fl_num","op_unique_carrier","origin_airport_id","dest_airport_id","distance","route","day"
"934","AA","11298","11697","1119.0000000000000000","11298-11697","3"
"858","AA","15016","11057","575.0000000000000000","15016-11057","5"
"4316","OO","14869","14794","272.0000000000000000","14869-14794","1"
"3864","OO","10372","10397","1304.0000000000000000","10372-10397","2"
"1695","WN","12889","14893","397.0000000000000000","12889-14893","2"
"3644","MQ","13930","11042","315.0000000000000000","13930-11042","1"
"2239","UA","14771","11618","2565.0000000000000000","14771-11618","7"
"435","AS","14831","14747","696.0000000000000000","14831-14747","2"
"1511","B6","11618","14635","1068.0000000000000000","11618-14635","4"
"4829","WN","11433","15016","440.0000000000000000","11433-15016","1"
"5291","OH","11057","11617","221.0000000000000000","11057-11617","5"
"835","WN","11697","12391","1092.0000000000000000","11697-12391","7"
"3936","MQ","11298","15401","181.0000000000000000","11298-15401","4"
"5850","WN","13342","12191","1004.0000000000000000","13342-12191","1"
"4554","G7","14576","13930","528.0000000000000000","14576-13930","3"
"4032","OO","12264","11433","383.0000000000000000","12264-11433","6"
"5520","OH","13931","11278","142.0000000000000000","13931-11278","4"
"4454","EV","12266","14524","1157.0000000000000000","12266-14524","1"
"948","UA","11292","14747","1024.0000000000000000","11292-14747","2"
"1664","DL","12451","12478","828.0000000000000000","12451-12478","7"
"1045","UA","12266","10423","140.0000000000000000","12266-10423","5"
"5998","YX","15016","12953","888.0000000000000000","15016-12953","3"
"2389","AA","14193","11298","604.0000000000000000","14193-11298","3"
"4370","YX","11278","11433","405.0000000000000000","11278-11433","1"
"2266","DL","11193","11292","1069.0000000000000000","11193-11292","2"
"2823","AA","12892","11057","2125.0000000000000000","12892-11057","5"
"4770","9E","10693","13204","616.0000000000000000","10693-13204","4"
"671","NK","14057","12889","763.0000000000000000","14057-12889","7"
"1696","AA","14107","11057","1773.0000000000000000","14107-11057","6"
"4744","PT","11057","15323","119.0000000000000000","11057-15323","1"
"1916","DL","12889","11433","1749.0000000000000000","12889-11433","6"
"5213","OO","10792","13930","473.0000000000000000","10792-13930","7"
"1769","AA","13244","11298","431.0000000000000000","13244-11298","7"
"4641","WN","13204","13232","990.0000000000000000","13204-13232","1"
"2692","AA","11057","12892","2125.0000000000000000","11057-12892","2"
"4878","C5","11618","11433","488.0000000000000000","11618-11433","1"
"234","HA","12982","12173","102.0000000000000000","12982-12173","2"
"2508","WN","12191","11481","571.0000000000000000","12191-11481","3"
"2737","AA","11298","10397","731.0000000000000000","11298-10397","5"
"2244","AA","10721","14100","280.0000000000000000","10721-14100","2"
"3693","YX","11996","11618","594.0000000000000000","11996-11618","1"
"1704","NK","11057","10821","361.0000000000000000","11057-10821","3"
"1371","WN","14831","10800","296.0000000000000000","14831-10800","3"
"642","UA","12892","11618","2454.0000000000000000","12892-11618","1"
"569","B6","10721","11697","1237.0000000000000000","10721-11697","2"
"628","UA","11618","12892","2454.0000000000000000","11618-12892","1"
"5803","YV","14107","16218","160.0000000000000000","14107-16218","2"
"1307","DL","10397","14027","545.0000000000000000","10397-14027","2"
"5360","OO","11292","15919","616.0000000000000000","11292-15919","1"
"671","AA","11298","12889","1055.0000000000000000","11298-12889","2"
"3526","YX","12266","14683","191.0000000000000000","12266-14683","2"
"1653","WN","10800","14893","358.0000000000000000","10800-14893","2"
"700","AS","14747","12266","1874.0000000000000000","14747-12266","3"
"1252","DL","13931","10397","516.0000000000000000","13931-10397","7"
"6065","YX","10721","14492","612.0000000000000000","10721-14492","3"
"441","WN","12758","12173","163.0000000000000000","12758-12173","5"
"2072","WN","14908","14107","338.0000000000000000","14908-14107","7"
"1710","AA","14100","14492","337.0000000000000000","14100-14492","3"
"768","AS","14747","15304","2520.0000000000000000","14747-15304","3"
"2350","DL","10397","12478","760.0000000000000000","10397-12478","1"
"5996","YV","11298","10627","977.0000000000000000","11298-10627","1"
"88","AA","11057","14100","449.0000000000000000","11057-14100","5"
"1189","DL","14869","10821","1865.0000000000000000","14869-10821","7"
"5537","9E","10397","11953","300.0000000000000000","10397-11953","5"
"6112","YV","12266","11433","1075.0000000000000000","12266-11433","1"
"974","G4","14112","14696","973.0000000000000000","14112-14696","3"
"4300","OO","11587","11433","306.0000000000000000","11587-11433","5"
"2121","QX","12889","14004","894.0000000000000000","12889-14004","4"
"2184","DL","14730","10397","321.0000000000000000","14730-10397","5"
"1555","DL","11433","14122","201.0000000000000000","11433-14122","3"
"1261","AA","13198","11298","460.0000000000000000","13198-11298","7"
"2452","QX","13264","14747","352.0000000000000000","13264-14747","6"
"2748","DL","11697","12953","1076.0000000000000000","11697-12953","3"
"2231","WN","10800","14893","358.0000000000000000","10800-14893","2"
"2914","WN","15376","12892","451.0000000000000000","15376-12892","2"
"1387","B6","10721","12892","2611.0000000000000000","10721-12892","7"
"2482","WN","10792","13232","468.0000000000000000","10792-13232","3"
"5539","OO","14771","14869","599.0000000000000000","14771-14869","1"
"2111","WN","11259","15016","546.0000000000000000","11259-15016","2"
"6183","G7","11433","14524","456.0000000000000000","11433-14524","5"
"107","DL","12478","13487","1029.0000000000000000","12478-13487","5"
"247","HA","12758","12173","163.0000000000000000","12758-12173","5"
"3997","MQ","12323","11298","1106.0000000000000000","12323-11298","5"
"897","AA","14100","14869","1927.0000000000000000","14100-14869","5"
"5375","9E","10721","11193","752.0000000000000000","10721-11193","3"
"5512","OH","11278","12339","500.0000000000000000","11278-12339","1"
"2668","DL","13198","10397","692.0000000000000000","13198-10397","7"
"1390","WN","14730","13232","271.0000000000000000","14730-13232","6"
"3884","OO","10397","13422","302.0000000000000000","10397-13422","7"
"3118","OO","11298","14109","462.0000000000000000","11298-14109","6"
"3032","OO","13930","13198","403.0000000000000000","13930-13198","5"
"3118","WN","13204","12339","829.0000000000000000","13204-12339","4"
"429","AS","14893","14747","605.0000000000000000","14893-14747","3"
"3914","ZW","15096","12264","296.0000000000000000","15096-12264","3"
"1123","WN","12191","14122","1131.0000000000000000","12191-14122","7"
"445","B6","15070","13204","989.0000000000000000","15070-13204","1"
"4177","OO","12266","11433","1075.0000000000000000","12266-11433","6"
"4805","PT","11057","13277","372.0000000000000000","11057-13277","2"
"286","HA","12173","13830","100.0000000000000000","12173-13830","4"
"1174","DL","12892","12889","236.0000000000000000","12892-12889","3"
"2100","DL","10397","10721","946.0000000000000000","10397-10721","4"
"4337","EV","12266","10781","253.0000000000000000","12266-10781","5"
"938","DL","10397","11996","153.0000000000000000","10397-11996","7"
"1836","DL","12892","14747","954.0000000000000000","12892-14747","7"
"596","DL","13830","14869","2935.0000000000000000","13830-14869","1"
"5708","WN","12889","14908","226.0000000000000000","12889-14908","4"
"4618","YX","13851","13303","1222.0000000000000000","13851-13303","7"
"595","NK","13930","12266","925.0000000000000000","13930-12266","1"
"1732","DL","10397","14635","515.0000000000000000","10397-14635","5"
"3305","MQ","14986","11298","945.0000000000000000","14986-11298","6"
"2472","WN","13204","11292","1546.0000000000000000","13204-11292","3"
"4761","AX","13930","11111","315.0000000000000000","13930-11111","4"
"1554","AA","13230","11057","413.0000000000000000","13230-11057","4"
"1277","WN","14771","12892","337.0000000000000000","14771-12892","5"
"786","UA","14771","11433","2079.0000000000000000","14771-11433","2"
"1026","UA","12264","11618","212.0000000000000000","12264-11618","4"
"1797","DL","10397","15304","406.0000000000000000","10397-15304","2"
"5744","OO","12892","14689","89.0000000000000000","12892-14689","6"
"416","NK","11697","12265","1176.0000000000000000","11697-12265","3"
"5971","YV","11298","12217","603.0000000000000000","11298-12217","5"
"3101","OO","11433","13930","235.0000000000000000","11433-13930","4"
"501","AS","12339","14747","1866.0000000000000000","12339-14747","1"
"2087","F9","14869","12889","368.0000000000000000","14869-12889","5"
"3861","MQ","15249","13303","402.0000000000000000","15249-13303","1"
"356","HA","12173","13830","100.0000000000000000","12173-13830","7"
"1962","DL","14027","10397","545.0000000000000000","14027-10397","1"
"1143","DL","14831","14869","584.0000000000000000","14831-14869","5"
"2896","WN","14893","13891","390.0000000000000000","14893-13891","1"
"5059","9E","14100","14492","337.0000000000000000","14100-14492","7"
"5422","9E","11003","10397","694.0000000000000000","11003-10397","1"
"3587","MQ","11193","13930","264.0000000000000000","11193-13930","2"
"2513","QX","14057","10713","344.0000000000000000","14057-10713","4"
"2039","F9","12339","12889","1590.0000000000000000","12339-12889","1"
"4224","OO","10739","13487","114.0000000000000000","10739-13487","7"
"834","WN","15016","11259","546.0000000000000000","15016-11259","1"
"1760","AA","14107","10423","872.0000000000000000","14107-10423","5"
"1647","WN","11259","13204","973.0000000000000000","11259-13204","6"
"20","B6","14679","10721","2588.0000000000000000","14679-10721","4"
"227","NK","13204","10721","1121.0000000000000000","13204-10721","6"
"2386","AA","11298","13303","1121.0000000000000000","11298-13303","4"
"1972","AS","14771","12892","337.0000000000000000","14771-12892","2"
"417","UA","12892","13830","2486.0000000000000000","12892-13830","1"
"3354","OO","14057","14679","933.0000000000000000","14057-14679","4"
"1934","DL","10397","13487","907.0000000000000000","10397-13487","6"
"1692","AS","14747","11066","2016.0000000000000000","14747-11066","3"
"235","WN","11292","12953","1620.0000000000000000","11292-12953","6"
"1","AA","12478","12892","2475.0000000000000000","12478-12892","5"
"4855","PT","11057","15412","177.0000000000000000","11057-15412","7"
"3783","ZW","14633","13930","268.0000000000000000","14633-13930","6"
"5240","OH","10599","14100","772.0000000000000000","10599-14100","2"
"3195","OO","11423","13930","299.0000000000000000","11423-13930","5"
"4772","PT","10994","14100","550.0000000000000000","10994-14100","1"
"5060","9E","12953","11995","461.0000000000000000","12953-11995","4"
"513","UA","11292","11618","1605.0000000000000000","11292-11618","7"
"2302","WN","11278","10693","562.0000000000000000","11278-10693","4"
"3557","MQ","11298","15401","181.0000000000000000","11298-15401","7"
"1203","NK","13930","12451","864.0000000000000000","13930-12451","3"
"553","AA","11057","11298","936.0000000000000000","11057-11298","1"
"1030","AA","13930","11057","599.0000000000000000","13930-11057","6"
"4012","EV","11540","12266","667.0000000000000000","11540-12266","6"
"5303","9E","10397","11624","646.0000000000000000","10397-11624","4"
"4015","OO","11603","14747","234.0000000000000000","11603-14747","4"
"1188","WN","12992","15016","296.0000000000000000","12992-15016","7"
"4900","9E","12953","14524","292.0000000000000000","12953-14524","1"
"1183","AA","14635","14100","993.0000000000000000","14635-14100","6"
"1584","AA","10423","11298","190.0000000000000000","10423-11298","4"
"2584","AA","13303","15304","204.0000000000000000","13303-15304","6"
"3423","MQ","13930","11721","223.0000000000000000","13930-11721","2"
"1819","WN","10821","10721","369.0000000000000000","10821-10721","3"
"2094","F9","12889","15016","1371.0000000000000000","12889-15016","3"
"4087","EV","12266","11140","201.0000000000000000","12266-11140","3"
"1898","DL","13495","13487","1039.0000000000000000","13495-13487","7"
"5133","OH","13795","11057","191.0000000000000000","13795-11057","7"
"1870","UA","12266","14679","1303.0000000000000000","12266-14679","5"
"896","AS","12173","14747","2677.0000000000000000","12173-14747","4"
"1363","WN","11259","10821","1209.0000000000000000","11259-10821","2"
"1155","WN","13198","10397","692.0000000000000000","13198-10397","3"
"3483","YX","12266","14122","1117.0000000000000000","12266-14122","3"
"1280","DL","10397","12451","270.0000000000000000","10397-12451","5"
"2482","AA","14107","11433","1671.0000000000000000","14107-11433","1"
"4968","C5","11193","11618","569.0000000000000000","11193-11618","4"
"468","AA","14122","11057","366.0000000000000000","14122-11057","1"
"3538","YX","13487","11618","1008.0000000000000000","13487-11618","3"
"5365","OO","11057","13930","599.0000000000000000","11057-13930","2"
"132","AS","11630","14747","1533.0000000000000000","11630-14747","7"
"5428","OH","11278","10529","313.0000000000000000","11278-10529","3"
"982","G4","14112","14524","731.0000000000000000","14112-14524","6"
"2341","UA","14771","12889","414.0000000000000000","14771-12889","1"
"1578","AA","11298","13487","852.0000000000000000","11298-13487","6"
"2012","WN","11278","13204","759.0000000000000000","11278-13204","2"
"4758","9E","11953","10397","300.0000000000000000","11953-10397","7"
"5743","CP","14107","12892","370.0000000000000000","14107-12892","1"
"1091","AA","14843","13303","1045.0000000000000000","14843-13303","3"
"1183","AA","14635","14100","993.0000000000000000","14635-14100","1"
"1286","WN","14122","13204","834.0000000000000000","14122-13204","7"
"937","WN","11292","13495","1062.0000000000000000","11292-13495","3"
"372","F9","13891","11292","819.0000000000000000","13891-11292","2"
"1357","WN","14635","10821","919.0000000000000000","14635-10821","7"
"5719","YV","14107","11695","119.0000000000000000","14107-11695","4"
"1183","WN","11259","15370","238.0000000000000000","11259-15370","7"
"3659","OO","13487","11637","223.0000000000000000","13487-11637","2"
"588","G4","13796","10466","668.0000000000000000","13796-10466","5"
"6723","WN","12892","12191","1390.0000000000000000","12892-12191","1"
"5704","OH","11193","11057","335.0000000000000000","11193-11057","3"
"5756","YV","13796","14107","646.0000000000000000","13796-14107","6"
"4999","9E","10868","10397","192.0000000000000000","10868-10397","6"
"4072","MQ","12953","10990","305.0000000000000000","12953-10990","5"
"1682","NK","12266","13495","305.0000000000000000","12266-13495","3"
"794","DL","15304","13487","1306.0000000000000000","15304-13487","7"
"1582","WN","14570","12889","345.0000000000000000","14570-12889","3"
"653","UA","12892","12264","2288.0000000000000000","12892-12264","4"
"3001","DL","12953","11298","1389.0000000000000000","12953-11298","3"
"1431","B6","10721","12953","184.0000000000000000","10721-12953","2"
"4040","OO","13487","11066","626.0000000000000000","13487-11066","7"
"3652","OO","13796","14869","588.0000000000000000","13796-14869","4"
"1458","DL","15304","14869","1888.0000000000000000","15304-14869","7"
"3775","OO","11433","11066","155.0000000000000000","11433-11066","1"
"4796","PT","15070","14100","127.0000000000000000","15070-14100","3"
"1967","DL","12478","14107","2153.0000000000000000","12478-14107","2"
"4987","C5","11618","11433","488.0000000000000000","11618-11433","5"
"140","WN","13931","13232","704.0000000000000000","13931-13232","3"
"542","WN","13232","14100","668.0000000000000000","13232-14100","3"
"2003","DL","13871","10397","821.0000000000000000","13871-10397","7"
"1797","DL","10397","15304","406.0000000000000000","10397-15304","5"
"4715","PT","15096","10721","265.0000000000000000","15096-10721","1"
"3423","MQ","13930","11721","223.0000000000000000","13930-11721","5"
"343","UA","14027","12266","956.0000000000000000","14027-12266","6"
"5596","OH","11057","14122","366.0000000000000000","11057-14122","3"
"611","WN","12892","14107","370.0000000000000000","12892-14107","1"
"2743","B6","11618","14027","1023.0000000000000000","11618-14027","1"
"2457","DL","10397","10529","859.0000000000000000","10397-10529","7"
"221","AS","13930","14771","1846.0000000000000000","13930-14771","4"
"302","G4","12892","10666","1047.0000000000000000","12892-10666","2"
"1567","WN","14869","12892","590.0000000000000000","14869-12892","2"
"3501","MQ","13930","13871","416.0000000000000000","13930-13871","2"
"1511","F9","12953","10397","762.0000000000000000","12953-10397","6"
"3515","WN","13851","10821","1180.0000000000000000","13851-10821","5"
"2505","DL","14869","12266","1195.0000000000000000","14869-12266","5"
"2125","WN","14321","10821","452.0000000000000000","14321-10821","3"
"1076","AA","11298","10693","631.0000000000000000","11298-10693","2"
"1784","UA","12266","14771","1635.0000000000000000","12266-14771","2"
"5137","9E","11973","10397","352.0000000000000000","11973-10397","7"
"2091","F9","12889","14893","397.0000000000000000","12889-14893","2"
"5971","OO","12266","10372","913.0000000000000000","12266-10372","1"
"2904","AA","13303","13204","192.0000000000000000","13303-13204","5"
"1775","AA","11057","11278","331.0000000000000000","11057-11278","6"
"2347","AA","11298","11109","592.0000000000000000","11298-11109","6"
"4222","EV","12266","10781","253.0000000000000000","12266-10781","7"
"4713","AX","11292","12003","623.0000000000000000","11292-12003","3"
"14","G4","10620","12889","754.0000000000000000","10620-12889","1"
"1791","AA","11298","13342","853.0000000000000000","11298-13342","4"
"183","NK","12898","14635","956.0000000000000000","12898-14635","4"
"130","HA","13830","12758","84.0000000000000000","13830-12758","4"
"3979","OO","13244","11433","610.0000000000000000","13244-11433","5"
"2398","AA","13204","13930","1005.0000000000000000","13204-13930","1"
"526","WN","13796","10713","512.0000000000000000","13796-10713","2"
"5460","9E","11267","11433","166.0000000000000000","11267-11433","5"
"3799","ZW","13930","11146","416.0000000000000000","13930-11146","7"
"3625","YX","14307","11618","160.0000000000000000","14307-11618","1"
"1351","DL","11775","10397","954.0000000000000000","11775-10397","2"
"2477","AA","11057","10821","361.0000000000000000","11057-10821","1"
"5812","OO","10140","14771","896.0000000000000000","10140-14771","6"
"4214","EV","11146","13930","416.0000000000000000","11146-13930","1"
"303","AA","12892","12264","2288.0000000000000000","12892-12264","7"
"1184","DL","14027","10397","545.0000000000000000","14027-10397","7"
"552","AA","12892","11066","1995.0000000000000000","12892-11066","1"
"2223","UA","11292","14747","1024.0000000000000000","11292-14747","6"
"4070","EV","13930","13244","491.0000000000000000","13930-13244","4"
"548","B6","15304","12197","1032.0000000000000000","15304-12197","2"
"327","AS","11697","12892","2343.0000000000000000","11697-12892","3"
"4590","G7","13930","13485","109.0000000000000000","13930-13485","4"
"1381","AA","11298","15016","550.0000000000000000","11298-15016","2"
"1736","DL","10397","11066","447.0000000000000000","10397-11066","1"
"512","HA","12173","12402","216.0000000000000000","12173-12402","3"
"5124","9E","13342","12953","738.0000000000000000","13342-12953","1"
"2198","AA","11697","11298","1119.0000000000000000","11697-11298","1"
"1472","B6","11697","12953","1076.0000000000000000","11697-12953","2"
"4258","WN","11259","14869","999.0000000000000000","11259-14869","1"
"2350","WN","11292","13232","895.0000000000000000","11292-13232","2"
"563","AA","14100","11057","449.0000000000000000","14100-11057","3"
"2025","UA","11292","12173","3365.0000000000000000","11292-12173","2"
"393","WN","13495","12953","1183.0000000000000000","13495-12953","3"
"894","WN","10397","14524","481.0000000000000000","10397-14524","3"
"1334","DL","10397","14524","481.0000000000000000","10397-14524","2"
"2728","DL","13360","10397","442.0000000000000000","13360-10397","7"
"3551","YX","11618","12264","212.0000000000000000","11618-12264","7"
"319","UA","12264","12892","2288.0000000000000000","12264-12892","6"
"308","DL","11298","13487","852.0000000000000000","11298-13487","6"
"5232","OO","11292","11637","627.0000000000000000","11292-11637","6"
"4206","MQ","13061","11298","396.0000000000000000","13061-11298","1"
"5104","OO","12519","11447","83.0000000000000000","12519-11447","5"
"1146","NK","11618","10397","746.0000000000000000","11618-10397","1"
"3810","MQ","10155","11298","89.0000000000000000","10155-11298","6"
"5746","YV","11540","14107","347.0000000000000000","11540-14107","1"
"500","AA","14747","14107","1107.0000000000000000","14747-14107","2"
"1321","AS","14771","14057","550.0000000000000000","14771-14057","6"
"1588","DL","12266","10397","689.0000000000000000","12266-10397","6"
"483","WN","13198","11259","461.0000000000000000","13198-11259","3"
"3109","WN","15016","15370","351.0000000000000000","15016-15370","3"
"1380","G4","11618","11193","569.0000000000000000","11618-11193","4"
"746","B6","14254","12478","1617.0000000000000000","14254-12478","2"
"2059","DL","10397","14831","2116.0000000000000000","10397-14831","6"
"2601","WN","13796","10800","325.0000000000000000","13796-10800","4"
"3443","MQ","13290","13930","501.0000000000000000","13290-13930","1"
"5126","OH","11057","14576","573.0000000000000000","11057-14576","4"
"2431","WN","12892","13232","1750.0000000000000000","12892-13232","2"
"953","WN","14307","10821","327.0000000000000000","14307-10821","3"
"171","NK","12953","11697","1076.0000000000000000","12953-11697","6"
"6094","CP","14893","12892","373.0000000000000000","14893-12892","2"
"1038","B6","10423","10721","1698.0000000000000000","10423-10721","7"
"3005","DL","12953","11292","1620.0000000000000000","12953-11292","1"
"2849","WN","12889","14057","763.0000000000000000","12889-14057","2"
"133","WN","11278","11259","1184.0000000000000000","11278-11259","6"
"712","B6","14576","10721","343.0000000000000000","14576-10721","2"
"2749","AA","11298","10397","731.0000000000000000","11298-10397","5"
"878","DL","14869","10693","1404.0000000000000000","14869-10693","1"
"2574","AA","15016","14107","1262.0000000000000000","15016-14107","5"
"777","NK","11697","12889","2173.0000000000000000","11697-12889","4"
"1956","NK","10397","13930","606.0000000000000000","10397-13930","6"
"3556","WN","12889","10821","2106.0000000000000000","12889-10821","1"
"311","DL","13495","10397","425.0000000000000000","13495-10397","1"
"1909","AA","11057","14524","257.0000000000000000","11057-14524","7"
"4512","WN","13232","12889","1521.0000000000000000","13232-12889","5"
"2651","QX","12889","12892","236.0000000000000000","12889-12892","6"
"1354","AA","11057","14193","488.0000000000000000","11057-14193","3"
"5172","OH","14098","11057","282.0000000000000000","14098-11057","5"
"5938","WN","14107","14893","647.0000000000000000","14107-14893","5"
"321","AA","14107","11278","1979.0000000000000000","14107-11278","7"
"6335","WN","10800","14893","358.0000000000000000","10800-14893","5"
"1414","DL","15304","11433","983.0000000000000000","15304-11433","1"
"3560","YX","13930","13931","717.0000000000000000","13930-13931","4"
"499","UA","13930","14771","1846.0000000000000000","13930-14771","5"
"4774","PT","11042","14100","363.0000000000000000","11042-14100","6"
"5133","9E","11042","12478","425.0000000000000000","11042-12478","6"
"1142","AA","13303","12478","1089.0000000000000000","13303-12478","5"
"2377","UA","12266","11292","862.0000000000000000","12266-11292","2"
"3253","WN","11259","10397","721.0000000000000000","11259-10397","5"
"264","UA","14679","11292","853.0000000000000000","14679-11292","6"
"3963","WN","14107","14771","651.0000000000000000","14107-14771","3"
"367","WN","10821","10397","577.0000000000000000","10821-10397","3"
"803","F9","15356","13204","896.0000000000000000","15356-13204","3"
"4022","MQ","11109","11298","592.0000000000000000","11109-11298","7"
"4565","WN","12191","11292","883.0000000000000000","12191-11292","7"
"2989","OO","11423","13930","299.0000000000000000","11423-13930","7"
"5020","OH","14100","11267","477.0000000000000000","14100-11267","5"
"914","B6","11697","12197","1097.0000000000000000","11697-12197","7"
"6040","YX","11278","12953","214.0000000000000000","11278-12953","5"
"134","AS","10299","14057","1542.0000000000000000","10299-14057","5"
"2477","AA","11057","10821","361.0000000000000000","11057-10821","4"
"4171","WN","13495","11697","674.0000000000000000","13495-11697","5"
"1203","DL","10849","13487","874.0000000000000000","10849-13487","3"
"748","B6","12889","12478","2248.0000000000000000","12889-12478","4"
"1420","UA","13930","10721","867.0000000000000000","13930-10721","7"
"1524","WN","10821","11697","925.0000000000000000","10821-11697","7"
"5892","YX","12339","12478","665.0000000000000000","12339-12478","3"
"669","UA","11292","13487","680.0000000000000000","11292-13487","2"
"163","WN","10821","10721","369.0000000000000000","10821-10721","3"
"1542","AA","14107","11278","1979.0000000000000000","14107-11278","7"
"1954","AA","11298","10693","631.0000000000000000","11298-10693","4"
"538","AS","11630","14709","373.0000000000000000","11630-14709","1"
"5145","9E","11977","13487","252.0000000000000000","11977-13487","6"
"2348","QX","14747","13486","389.0000000000000000","14747-13486","5"
"871","AA","13303","12953","1096.0000000000000000","13303-12953","6"
"3850","MQ","13485","13930","109.0000000000000000","13485-13930","4"
"4553","YX","13296","11057","737.0000000000000000","13296-11057","5"
"768","AS","14747","15304","2520.0000000000000000","14747-15304","4"
"3040","WN","11259","12451","907.0000000000000000","11259-12451","3"
"2449","QX","11259","12892","1246.0000000000000000","11259-12892","4"
"1599","AA","14908","11298","1205.0000000000000000","14908-11298","7"
"5988","YX","10721","14100","280.0000000000000000","10721-14100","7"
"1471","AA","14747","13303","2724.0000000000000000","14747-13303","1"
"5411","WN","10423","13495","444.0000000000000000","10423-13495","4"
"1282","AA","14683","11298","247.0000000000000000","14683-11298","6"
"1830","AA","12889","11057","1916.0000000000000000","12889-11057","4"
"3569","MQ","11298","11982","134.0000000000000000","11298-11982","5"
"2962","OO","13930","11267","240.0000000000000000","13930-11267","7"
"4859","PT","11057","12223","235.0000000000000000","11057-12223","5"
"1182","WN","10792","13204","1011.0000000000000000","10792-13204","3"
"3380","WN","10397","12451","270.0000000000000000","10397-12451","5"
"6065","YX","10721","12953","184.0000000000000000","10721-12953","6"
"1750","B6","14685","10721","901.0000000000000000","14685-10721","2"
"2421","AA","13303","14771","2585.0000000000000000","13303-14771","5"
"5430","OO","10372","11292","125.0000000000000000","10372-11292","4"
"1642","AA","11433","11057","500.0000000000000000","11433-11057","2"
"5434","OO","14679","12892","109.0000000000000000","14679-12892","6"
"4445","YX","14100","11066","406.0000000000000000","14100-11066","5"
"1254","AA","13303","14843","1045.0000000000000000","13303-14843","6"
"906","G4","14112","13832","1224.0000000000000000","14112-13832","5"
"4153","OO","10397","14814","551.0000000000000000","10397-14814","4"
"1276","DL","10693","10397","214.0000000000000000","10693-10397","2"
"789","WN","10693","13487","695.0000000000000000","10693-13487","7"
"2128","DL","11433","13204","957.0000000000000000","11433-13204","3"
"1859","UA","14635","12266","861.0000000000000000","14635-12266","6"
"2002","QX","14747","16101","103.0000000000000000","14747-16101","4"
"581","AA","11057","11697","632.0000000000000000","11057-11697","2"
"2834","AA","15376","11298","813.0000000000000000","15376-11298","1"
"890","AA","12892","10397","1947.0000000000000000","12892-10397","6"
"5820","OO","10372","12266","913.0000000000000000","10372-12266","2"
"1885","AA","11298","14107","868.0000000000000000","11298-14107","3"
"3225","OO","13930","14783","438.0000000000000000","13930-14783","3"
"3417","YX","11433","11618","488.0000000000000000","11433-11618","6"
"230","UA","13930","11618","719.0000000000000000","13930-11618","3"
"2806","WN","12889","11292","628.0000000000000000","12889-11292","5"
"152","WN","14843","13204","1189.0000000000000000","14843-13204","2"
"4009","WN","14057","11292","991.0000000000000000","14057-11292","5"
"2435","F9","11042","15304","927.0000000000000000","11042-15304","4"
"1662","G4","14696","14082","1049.0000000000000000","14696-14082","5"
"5769","YV","14193","11298","604.0000000000000000","14193-11298","3"
"1174","UA","13303","11618","1085.0000000000000000","13303-11618","7"
"3750","OO","14307","11433","615.0000000000000000","14307-11433","6"
"4446","EV","12266","13377","262.0000000000000000","12266-13377","7"
"3125","WN","13232","14747","1733.0000000000000000","13232-14747","1"
"249","AA","14683","11298","247.0000000000000000","14683-11298","7"
"1891","AA","11618","11057","529.0000000000000000","11618-11057","3"
"128","AS","11630","14747","1533.0000000000000000","11630-14747","7"
"621","DL","11298","11433","986.0000000000000000","11298-11433","3"
"231","AA","12892","13830","2486.0000000000000000","12892-13830","3"
"3509","MQ","11298","15919","280.0000000000000000","11298-15919","7"
"5589","OH","11057","15624","460.0000000000000000","11057-15624","4"
"456","WN","15304","10693","612.0000000000000000","15304-10693","3"
"1141","AA","13495","14100","1089.0000000000000000","13495-14100","2"
"2133","B6","13204","14843","1189.0000000000000000","13204-14843","3"
"5884","YX","11278","12953","214.0000000000000000","11278-12953","6"
"1945","UA","14027","13930","1143.0000000000000000","14027-13930","2"
"259","WN","13796","14908","371.0000000000000000","13796-14908","3"
"4036","OO","13487","16869","553.0000000000000000","13487-16869","5"
"2113","WN","12889","14893","397.0000000000000000","12889-14893","6"
"639","G4","11775","10466","1072.0000000000000000","11775-10466","1"
"5209","OH","11057","11193","335.0000000000000000","11057-11193","2"
"1541","AA","11042","11298","1021.0000000000000000","11042-11298","5"
"1233","AA","14893","11298","1431.0000000000000000","14893-11298","1"
"5048","OO","14543","11292","260.0000000000000000","14543-11292","2"
"2088","DL","14027","11433","1086.0000000000000000","14027-11433","2"
"6086","CP","15370","12892","1283.0000000000000000","15370-12892","1"
"5712","YV","11413","11298","674.0000000000000000","11413-11298","5"
"4535","WN","14893","12892","373.0000000000000000","14893-12892","7"
"6078","CP","11540","12892","715.0000000000000000","11540-12892","2"
"2751","DL","13198","11433","629.0000000000000000","13198-11433","3"
"6384","YV","13891","12266","1334.0000000000000000","13891-12266","3"
"1690","UA","11292","14057","991.0000000000000000","11292-14057","2"
"2125","F9","12889","14908","226.0000000000000000","12889-14908","5"
"1902","AA","11057","10721","728.0000000000000000","11057-10721","5"
"566","WN","10721","13342","860.0000000000000000","10721-13342","5"
"4966","9E","10397","11612","350.0000000000000000","10397-11612","7"
"936","AS","14747","14107","1107.0000000000000000","14747-14107","5"
"1270","WN","14570","12892","391.0000000000000000","14570-12892","7"
"5243","OH","11057","13577","157.0000000000000000","11057-13577","4"
"475","AA","11278","14100","119.0000000000000000","11278-14100","5"
